<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.07.16	09:00:00	96.96	97.13	96.94	97.07	380	0	0
2019.07.16	12:00:00	97.06	97.28	97.05	97.24	367	0	0
2019.07.16	15:00:00	97.23	97.36	97.22	97.30	426	0	0
2019.07.16	18:00:00	97.31	97.42	97.26	97.38	386	0	0
2019.07.16	21:00:00	97.39	97.44	97.36	97.40	322	0	0
2019.07.17	00:00:00	97.39	97.39	97.36	97.37	145	0	0
2019.07.17	03:00:00	97.36	97.41	97.33	97.36	215	0	0
2019.07.17	06:00:00	97.37	97.38	97.31	97.33	211	0	0
2019.07.17	09:00:00	97.32	97.44	97.32	97.37	370	0	0
2019.07.17	12:00:00	97.38	97.38	97.30	97.31	310	0	0
2019.07.17	15:00:00	97.32	97.37	97.26	97.27	386	0	0
2019.07.17	18:00:00	97.26	97.27	97.16	97.21	350	0	0
2019.07.17	21:00:00	97.20	97.26	97.17	97.23	244	0	0
2019.07.18	00:00:00	97.22	97.22	97.17	97.19	97	0	0
2019.07.18	03:00:00	97.20	97.21	97.09	97.11	260	0	0
2019.07.18	06:00:00	97.10	97.11	97.07	97.09	126	0	0
2019.07.18	09:00:00	97.08	97.14	97.05	97.06	431	0	0
2019.07.18	12:00:00	97.05	97.26	97.05	97.17	427	0	0
2019.07.18	15:00:00	97.16	97.26	97.13	97.21	420	0	0
2019.07.18	18:00:00	97.22	97.24	97.09	97.09	338	0	0
2019.07.18	21:00:00	97.08	97.09	96.67	96.71	500	0	0
2019.07.19	00:00:00	96.70	96.81	96.68	96.81	71	0	0
2019.07.19	03:00:00	96.82	96.84	96.76	96.79	274	0	0
2019.07.19	06:00:00	96.78	96.90	96.77	96.89	230	0	0
2019.07.19	09:00:00	96.88	96.93	96.83	96.92	317	0	0
2019.07.19	12:00:00	96.91	97.03	96.91	97.00	352	0	0
2019.07.19	15:00:00	96.99	97.18	96.99	97.11	482	0	0
2019.07.19	18:00:00	97.10	97.18	97.08	97.11	466	0	0
2019.07.19	21:00:00	97.10	97.29	97.10	97.15	418	0	0
2019.07.22	00:00:00	97.14	97.17	97.13	97.15	144	0	0
2019.07.22	03:00:00	97.14	97.24	97.13	97.18	337	0	0
2019.07.22	06:00:00	97.17	97.20	97.16	97.19	167	0	0
2019.07.22	09:00:00	97.18	97.23	97.14	97.18	359	0	0
2019.07.22	12:00:00	97.19	97.27	97.16	97.26	296	0	0
2019.07.22	15:00:00	97.25	97.29	97.17	97.23	473	0	0
2019.07.22	18:00:00	97.24	97.27	97.18	97.21	348	0	0
2019.07.22	21:00:00	97.20	97.30	97.19	97.29	306	0	0
2019.07.23	00:00:00	97.28	97.32	97.26	97.31	109	0	0
2019.07.23	03:00:00	97.32	97.41	97.30	97.38	241	0	0
2019.07.23	06:00:00	97.39	97.48	97.37	97.47	269	0	0
2019.07.23	09:00:00	97.48	97.55	97.44	97.54	323	0	0
2019.07.23	12:00:00	97.53	97.57	97.47	97.50	412	0	0
2019.07.23	15:00:00	97.49	97.71	97.49	97.68	442	0	0
2019.07.23	18:00:00	97.69	97.71	97.63	97.63	353	0	0
2019.07.23	21:00:00	97.64	97.74	97.64	97.70	325	0	0
2019.07.24	00:00:00	97.71	97.72	97.67	97.71	124	0	0
2019.07.24	03:00:00	97.70	97.75	97.68	97.73	226	0	0
2019.07.24	06:00:00	97.74	97.76	97.72	97.72	155	0	0
2019.07.24	09:00:00	97.71	97.81	97.66	97.74	445	0	0
2019.07.24	12:00:00	97.75	97.75	97.56	97.63	443	0	0
2019.07.24	15:00:00	97.64	97.68	97.55	97.63	456	0	0
2019.07.24	18:00:00	97.64	97.68	97.61	97.66	319	0	0
